nCodServ;inativo;cCodigo;cDescricao;cDescrCompleta;nPrecoUnit;cIdTrib;cCodLC116;cCodServMun;cCodCateg;nAliqISS;cRetISS;nAliqPIS;cRetPIS;nAliqCOFINS;cRetCOFINS;nAliqCSLL;cRetCSLL;nAliqIR;cRetIR;nAliqINSS;cRetINSS;cCstIbsCbs;cClassTrib;cIndOper;nAliqIbsMun;nAliqIbsUf;nAliqCbs;nPercReducaoIbsMun;nPercReducaoIbsUf;nPercReducaoCbs
1979659456;N;rev2025.900;Revisão de 900 horas 2025;Revisão de 900 horas 2025 - Troca de Óleo do Motor, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Hidráulico, Troca de Óleo do Cambio, Adição de aditivo no Radiador, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.95;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738306;N;rev6060.1200;Revisão de 1200 horas 6060;Revisão de 1200 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Adição de aditivo no Radiador, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de correia 13x1135, Troca de junta tampa valvula.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738308;N;rev6060.1500;Revisão de 1500 horas 6060;Revisão de 1500 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738310;N;rev6060.1800;Revisão de 1800 horas 6060;Revisão de 1800 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738312;N;rev6060.2100;Revisão de 2100 horas 6060;Revisão de 2100 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738316;N;rev6060.2400;Revisão de 2400 horas 6060;Revisão de 2400 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Adição de aditivo no Radiador, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de correia 13x1135, Troca de junta tampa valvula.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738321;N;rev6060.2700;Revisão de 2700 horas 6060;Revisão de 2700 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738300;N;rev6060.300;Revisão de 300 horas 6060;Revisão de 300 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738323;N;rev6060.3000;Revisão de 3000 horas 6060;Revisão de 3000 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738298;N;rev6060.50;Revisão de 50 horas 6060;Revisão de 50 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível,;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738302;N;rev6060.600;Revisão de 600 horas 6060;Revisão de 600 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979738304;N;rev6060.900;Revisão de 900 horas 6060;Revisão de 900 horas 6060 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723315;N;rev6075.1200;Revisão de 1200 horas 6075;Revisão de 1200 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Adição de aditivo no Radiador, Troca de Filtro do Hidráulico, Troca de Filtro de Ar,;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723317;N;rev6075.1500;Revisão de 1500 horas 6075;Revisão de 1500 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723320;N;rev6075.1800;Revisão de 1800 horas 6075;Revisão de 1800 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723327;N;rev6075.2100;Revisão de 2100 horas 6075;Revisão de 2100 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723329;N;rev6075.2400;Revisão de 2400 horas 6075;Revisão de 2400 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Adição de aditivo no Radiador, Troca de Filtro do Hidráulico, Troca de Filtro de Ar,;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723333;N;rev6075.2700;Revisão de 2700 horas 6075;Revisão de 2700 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723309;N;rev6075.300;Revisão de 300 horas 6075;Revisão de 300 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723335;N;rev6075.3000;Revisão de 3000 horas 6075;Revisão de 3000 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723306;N;rev6075.50;Revisão de 50 horas 6075;Revisão de 50 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Hidráulico.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723311;N;rev6075.600;Revisão de 600 horas 6075;Revisão de 600 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723313;N;rev6075.900;Revisão de 900 horas 6075;Revisão de 900 horas 6075 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723345;N;rev9500.1200;Revisão de 1200 horas 9500;Revisão de 1200 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Adição de aditivo no Radiador, Troca de Filtro do Hidráulico, Troca de Filtro de Ar,;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723347;N;rev9500.1500;Revisão de 1500 horas 9500;Revisão de 1500 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723349;N;rev9500.1800;Revisão de 1800 horas 9500;Revisão de 1800 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723351;N;rev9500.2100;Revisão de 2100 horas 9500;Revisão de 2100 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723353;N;rev9500.2400;Revisão de 2400 horas 9500;Revisão de 2400 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Adição de aditivo no Radiador, Troca de Filtro do Hidráulico, Troca de Filtro de Ar,;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723355;N;rev9500.2700;Revisão de 2700 horas 9500;Revisão de 2700 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723339;N;rev9500.300;Revisão de 300 horas 9500;Revisão de 300 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723357;N;rev9500.3000;Revisão de 3000 horas 9500;Revisão de 3000 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723337;N;rev9500.50;Revisão de 50 horas 9500;Revisão de 50 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Filtro do Hidráulico.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723341;N;rev9500.600;Revisão de 600 horas 9500;Revisão de 600 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979723343;N;rev9500.900;Revisão de 900 horas 9500;Revisão de 900 horas 9500 - Troca de Óleo do Motor, Troca de Óleo da Transmissão e do Hidráulico, Troca de Filtro do Motor, Troca de Filtro do Combustível, Troca de Óleo do Cambio, Troca de Filtro do Hidráulico, Troca de Filtro de Ar, Troca de Filtro de Ar.;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1979543010;N;vis.diag;Visita de Diagnóstico;Visita de Diagnóstico;0;01;14.01;140101;;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428676;N;abr.trat.mei;Abrir Trator Ao Meio;Abrir Trator Ao Meio - Abrir Trator Ao Meio;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980427994;N;cal.trat.mei;Calçar Cabine Para Abrir Trator Ao Meio;Calçar Cabine Para Abrir Trator Ao Meio -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428091;N;des.conj.frei;Desmontagem Do Conjunto Do Freio, Substituição Dos Discos E Montagem Do Conjunto;Desmontagem Do Conjunto Do Freio, Substituição Dos Discos E Montagem Do Conjunto -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428048;N;des.mont.car;Desmontar/Montar Carenagem;Desmontar/Montar Carenagem -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428093;N;des.tran.tra;Desmontagem/Montagem Da Transmissão Traseira;Desmontagem/Montagem Da Transmissão Traseira -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428095;N;div.;Diversos;Diversos -;0,000001;01;14.01;140101;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1992368846;N;ent.insp;INSPEÇÃO DE PRÉ ENTREGA TRATOR;INSPEÇÃO DE PRÉ ENTREGA TRATOR -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428097;N;ins.conj.fro;Instalação Conjunto Frontal;Instalação Conjunto Frontal -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1995400153;N;ins.moni.sem;Instalação do Monitor de Semente;Instalação do Monitor de Semente -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428101;N;lim.comb.sis;Limpeza Sistema De Combustível;Limpeza Sistema De Combustível -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428099;N;lim.cond.ar;Limpeza Ar Condicionado;Limpeza Ar Condicionado -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428103;N;lim.tanq.com;Limpeza Do Tanque De Combustível;Limpeza Do Tanque De Combustível -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428105;N;lub.card;Lubrificação Do Cardan;Lubrificação Do Cardan -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428107;N;lub.hidr;Lubrificação Hidráulico;Lubrificação Hidráulico -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428109;N;man.alav.tdp;Manutenção Alavanca TDP;Manutenção Alavanca TDP -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428111;N;man.alav.tra;Manutenção Alavanca Transmissão;Manutenção Alavanca Transmissão -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428113;N;man.bomb;Remoção/Instalação Bomba Dagua;Remoção/Instalação Bomba Dagua -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428115;N;man.cart;Manutencão Do Carter;Manutencão Do Carter -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428117;N;man.conj;Manutenção Conjunto Frontal;Manutenção Conjunto Frontal -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428119;N;man.inte;Manutenção Intercooler;Manutenção Intercooler -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428121;N;man.moto;Manutenção Do Motor;Manutenção Do Motor -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428123;N;man.pist.dir;Manutenção Pistão Direção;Manutenção Pistão Direção -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428163;N;man.pist.hid;Manutenção do Pistão Hidráulico;Manutenção do Pistão Hidráulico -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428210;N;man.radi;Manutenção Radiador;Manutenção Radiador -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428262;N;man.tanq.com;Remoção/Instalação Do Tanque De Combustivel;Remoção/Instalação Do Tanque De Combustivel -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428290;N;man.vaza.mot;Manutenção De Vazamento No Motor;Manutenção De Vazamento No Motor - Manutenção De Vazamento No Motor;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428338;N;mon.frei;Montagem Do Conjunto De Freio;Montagem Do Conjunto De Freio -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428379;N;reg.acel;Regulagem Acelerador;Regulagem Acelerador -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428434;N;reg.embr;Regulagem Do Pedal Da Embreagem;Regulagem Do Pedal Da Embreagem -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428472;N;reg.frei;Regulagem Do Freio;Regulagem Do Freio -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428516;N;reg.hidr;Regulagem Do Hidráulico;Regulagem Do Hidráulico -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428558;N;rem.eixo;Remoção/Instalação Do Eixo E Luvas De Tração Para Manutenção;Remoção/Instalação Do Eixo E Luvas De Tração Para Manutenção -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428608;N;rem.hidr;Remoção Da Tampa Do Hidraulico Para Manutencao;Remoção Da Tampa Do Hidraulico Para Manutencao -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428654;N;rem.moto;Remoção/Instalação Do Motor;Remoção/Instalação Do Motor -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428656;N;rem.roda;Remoção/Instalação Das Rodas Traseiras Para Eliminar Vazamentos Do Semieixo;Remoção/Instalação Das Rodas Traseiras Para Eliminar Vazamentos Do Semieixo -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428658;N;rem.turb;Manutenção Da Turbina - Remoção/Instalação;Manutenção Da Turbina - Remoção/Instalação -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428660;N;rep.mang.mot;Manutenção Da Mangueira Do Motor;Manutenção Da Mangueira Do Motor -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428662;N;rev.corr.alt;Revisão Da Correia Alternador;Revisão Da Correia Alternador -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428664;N;rev.cub.dia;Revisão Cubos Dianteiros;Revisão Cubos Dianteiros -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428666;N;rev.cub.tra;Revisão Cubos Traseiros;Revisão Cubos Traseiros -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428668;N;rev.eix.dia;Revisão Eixo Dianteiro;Revisão Eixo Dianteiro -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428670;N;rev.eix.tra;Revisão Eixo Traseiro;Revisão Eixo Traseiro -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428672;N;rev.elet;Revisão Parte Elétrica;Revisão Parte Elétrica -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428674;N;rev.gera;Revisão Geral;Revisão Geral -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428678;N;sub.bomb;Substituição Da Bomba Dágua;Substituição Da Bomba Dágua -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428680;N;sub.camb.hid;Substituição Dos Cabos Do Cambio Do Sistema Hidraulico;Substituição Dos Cabos Do Cambio Do Sistema Hidraulico -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428682;N;sub.disc.fre;Substituição Dos Discos De Freio;Substituição Dos Discos De Freio -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428684;N;sub.man.hid;Substituição Mangueira Hidráulico;Substituição Mangueira Hidráulico -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428686;N;sub.mang.mot;Substituição Da Mangueira Do Motor;Substituição Da Mangueira Do Motor -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
1980428688;N;sub.pont.hid;Substituição Das Ponteiras Do Comando Hidraulico;Substituição Das Ponteiras Do Comando Hidraulico -;0;01;14.01;3314712;1.01.02;3;N;0;N;0;N;0;N;0;N;0;N;000;000001;030103;0;0,1;0,9;0;0;0
